id_discente;sexo;ano_nascimento;raca;estado_origem;cidade_origem;estado;municipio;bairro;nivel_ensino;curso;forma_ingresso;ano_ingresso;periodo_ingresso;status;cotista;tipo_cota;descricao_tipo_cota
f2b6381fd487de7c7cebaaaf595b3955;F;1991;Branco;Rio Grande do Norte;CURRAIS NOVOS;Rio Grande do Norte;CURRAIS NOVOS;Manoel Salustino;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
9526e01da587b20211a39b4e66673aea;M;1990;Não Informado;Rio Grande do Norte;PARELHAS;Rio Grande do Norte;PARELHAS;ZONA RURAL;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
2cc17dad8740f953dc728250cc9a565f;M;1988;Branco;São Paulo;REGISTRO;Rio Grande do Norte;ACARI;ZONA RURAL;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
4641154186598ae01d4d0af879ea5003;M;1991;Branco;Paraíba;SÃO BENTO;Paraíba;SÃO BENTO;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
195cf9c8bdc0cdd063a83a44cef41989;F;1989;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;PARAÍBA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
e6f3c15ce99a088df63a9f10579b6403;M;1992;Não Informado;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;ITANS;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
865acdb96823643020382e53511234b0;M;1987;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;NATAL;NEÓPOLIS;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
7c5e269b2e57a0c982e8017702f19853;M;1986;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;VILA DO PRÍNCIPE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
0aa82366719bcbd044966cbfecb78414;M;1988;Pardo;Rio Grande do Norte;JADIM DE PIRANHAS;Rio Grande do Norte;JADIM DE PIRANHAS;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
93f30ebacd23d9bd63166353cd0ce02d;M;1988;Pardo;São Paulo;TATUÍ;Rio Grande do Norte;CAICÓ;PENEDO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
5368c11bb15f6d3434aa6b62f55bd05e;M;1967;Não Informado;Rio Grande do Norte;JARDIM DE PIRANHAS;Rio Grande do Norte;CAICÓ;BOA PASSAGEM;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
36286375dbabeee5d580590d3b4089da;M;1981;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;PENEDO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
921c4236768b1d6e4427a91b45095e26;M;1989;Branco;Rio Grande do Norte;NATAL;Rio Grande do Norte;CAICÓ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
7e43b627fcb2a24d90aee995e59fe683;M;1991;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;NATAL;CANDELÁRIA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
fa7b20f8ac2312976cd7338487ad527d;M;1978;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;PENEDO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
4a7ffdef8dd0b4a8c2ce87e6dcd439ad;F;1986;Não Informado;Rio Grande do Norte;CRUZETA;Rio Grande do Norte;CRUZETA;NOVO HORIZONTE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
9687f0e3d7b7dc7f28bf6cba96504d51;M;1985;Pardo;Rio Grande do Norte;ACARI;Rio Grande do Norte;ACARI;ARI DE PINHO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
cd66757ed4a317a3537ae3e246648778;M;1975;Não Informado;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;VILA ALTIVA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
f733b40dbbe9bd2d077dab7ff6655dd9;M;1989;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;NATAL;LAGOA NOVA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
8436d99e1e39d9a2c6ed60b45c52ae0d;M;1990;Não Informado;Goiás;ANÁPOLIS;Rio Grande do Norte;CAICÓ;BARRA NOVA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
bad4e0ec61e635f382e7e32c32d5ad11;F;1991;Branco;Rio Grande do Norte;JARDIM  DO SERIDÓ;Rio Grande do Norte;JARDIM DO SERIDÓ;BELA VISTA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
d1b25fad1187024a31adbc84a4cb07b0;M;1987;Branco;Rio Grande do Norte;CURRAIS NOVOS;Rio Grande do Norte;CURRAIS NOVOS;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
09f8afb587de0f57f7fdf5b42a4890d9;M;1991;Pardo;São Paulo;SÃO JOSÉ DOS CAMPOS;Rio Grande do Norte;CAICÓ;PARAÍBA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
0ef299cf7ff58409e7e7b0ec75a33b31;F;1989;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;NATAL;CANDELÁRIA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
0a88c7d4fa5cdcae0b5aa66e3cc0d0df;M;1986;Não Informado;Rio Grande do Norte;CURRAIS NOVOS;Rio Grande do Norte;JARDIM DO SERIDÓ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
f1670e2eef600d1143c11bec5b026e2a;M;1988;Não Informado;Rio Grande do Norte;PARELHAS;Rio Grande do Norte;PARELHAS;IVAN BEZERRA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
ea15ef1fb8fd68f1824d3650e155cede;M;1990;Branco;São Paulo;CAMPO LIMPO PAULISTA;Rio Grande do Norte;IPUEIRA;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
1ac3deeceb1d11d18327a3da6a5a4bbc;M;1991;Branco;;;;;;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
1ed6777bd6ff4fd393e0b334d519c642;M;1991;Pardo;Rio Grande do Norte;JARDIM  DO SERIDÓ;Rio Grande do Norte;CRUZETA;COHAB;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
e37206bc4c1b76654e8d9bf999a539a6;F;1987;Branco;Rio Grande do Norte;NATAL;Rio Grande do Norte;JARDIM  DO SERIDÓ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
9b7909374b05a7b2c9d3df9ba88294db;M;1991;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;BOA PASSAGEM;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
d76837f252e65e726918a7fd7c75ff14;M;1991;Não Informado;Rio Grande do Norte;PARELHAS;Rio Grande do Norte;PARELHAS;CRUZ DO MONTE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
02dad20dec819bcc384cc6fa0b7ecbf9;M;1989;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;VILA DO PRÍNCIPE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
bb7d230c3b3c48540474d72ce873746b;F;1990;Branco;Paraíba;PICUÍ;Rio Grande do Norte;NATAL;CANDELARIA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CONCLUÍDO;f;;
e261d3f68502b6c80ee66d29b704a155;M;1991;Não Informado;Paraíba;CAMPINA GRANDE;Rio Grande do Norte;CAICÓ;PENEDO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
215c99016cde1dd7d134ce922090ee33;M;1989;Não Informado;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;Vila do Principe;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
e72622b6792cb37da347566bacb9edbc;M;1989;Pardo;Rio Grande do Norte;JARDIM  DO SERIDÓ;Rio Grande do Norte;JARDIM  DO SERIDÓ;SÃO JOÃO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
6c87dae0bbd90f462ae3e3c3b2576c35;M;1987;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;IPUEIRA;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
6299352a781c2300d3d364ba24560ab5;M;1986;Pardo;Rio Grande do Norte;NATAL;Rio Grande do Norte;CAICÓ;VALFREDO GURGEO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
f76a98b78765318ba3c2942db7649750;F;1991;Não Informado;Paraíba;CAMPINA GRANDE;Rio Grande do Norte;CAICÓ;BOA PASSAGEM;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
1d2e08bbb3f13c3bceb1678e68c01733;M;1987;Pardo;Rio Grande do Norte;CURRAIS NOVOS;Rio Grande do Norte;CAICÓ;JARDIM DE ALLAH;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
1e0bfb3e75186ee9d21df9da838d1392;F;1986;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;VILA ALTIVA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
db0edf7a13de6b94448fe62dfab1651f;M;1985;Não Informado;Pernambuco;RECIFE;Rio Grande do Norte;JARDIM DE PIRANHAS;SAO JOSE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2009;1;CANCELADO;f;;
c8ce5310436c3048b45900f0c194e2a1;M;1985;Branco;Rio Grande do Norte;APODI;Rio Grande do Norte;SERRA NEGRA DO NORTE;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
6bfe4a8a494f0bf63bf376cbc35ccfe5;M;1992;Branco;Rio Grande do Norte;ACARI;Rio Grande do Norte;ACARI;LUIZ GONZAGA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
d80ac7892a1313a1bf23229ae2ed3104;F;1983;Não Informado;Rio Grande do Norte;PARELHAS;Rio Grande do Norte;SANTANA DO SERIDÓ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
071dd9d1f13732ba77c850fa3dda3b28;M;1981;Não Informado;Paraíba;BREJO DO CRUZ;Paraíba;BREJO DO CRUZ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
04c4db33b712881ca8936fdc225bf153;M;1992;Não Informado;Rio Grande do Norte;ACARI;Rio Grande do Norte;ACARI;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
a72e3f9d3d029f2a1fd8862ffbf712e0;F;1990;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;SÃO JOÃO DO SABUGI;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
76683b7e51538b9909541e1826eb3000;F;1987;Não Informado;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;ALTO DA BOA VISTA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
b7906ff2033159efee62c639917a68ac;M;1988;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;ACAMPAMENTO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
d7e4074d3cb78a3eefc35ecaa2e394f6;F;1988;Não Informado;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;JARDIM DE PIRANHAS;SÃO JOSÉ;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
8a48bc6a9cffb7c4502eed5e797949b8;F;1992;Branco;Rio Grande do Norte;NATAL;Rio Grande do Norte;PARNAMIRIM;PARQUE DAS NAÇÕES;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
32581368e58ffcf14bec423a5bc49a52;M;1992;Pardo;Rio Grande do Norte;NÃO INFORMADO;Rio Grande do Norte;NATAL;LAGOA SECA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
c4c87ada70c3e57a8f2b594a73b2b9c0;M;1992;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;VILA DO PRÍNCIPE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
86f026537666e4f2e12fc3356951ab56;F;1991;Pardo;Rio Grande do Norte;CAIÇARA DO NORTE;Rio Grande do Norte;CAICÓ;VILA DO PRINCIPE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
7c1a793b14fe2cef5a69438e8f62230c;M;1985;Branco;Rio Grande do Norte;CURRAIS NOVOS;Rio Grande do Norte;CRUZETA;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
9ca8061af7d4153a27e70901032ec17a;M;1991;Branco;Paraíba;CAMPINA GRANDE;Rio Grande do Norte;JARDIM DO SERIDÓ;BANDEIRA BRANCA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
9813efb3e4151cd02577ac289f58c0a6;M;1988;Não Informado;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
d137502f381941600b761eba3a4b335f;M;1990;Pardo;Rio Grande do Norte;PARELHAS;Rio Grande do Norte;PARELHAS;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
1c52fa42762c236c89dab799fb6896b5;M;1977;Não Informado;Rio Grande do Norte;CURRAIS NOVOS;Rio Grande do Norte;CURRAIS NOVOS;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
5240dc46a0488c59742662deac1e8747;F;1989;Pardo;Rio Grande do Norte;SÃO JOÃO DO SABUGI;Rio Grande do Norte;SÃO JOÃO DO SABUGI;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
8918e8d0c1a31a9fd730f013dd7a1663;F;1989;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;JOÃO XXIII;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
838f037e8b6a4b6d57c284d3ae5b157d;M;1992;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;WALFREDO GURGEL;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
1abbec856f8abb39bba1c0a3d2c654a8;M;1991;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;JARDIM DE PIRANHAS;SÃO JOSÉ;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
3af64ddcbeb5b521894773547e1071e9;F;1988;Branco;Paraíba;SÃO MAMEDE;Rio Grande do Norte;CAICÓ;SOLEDADE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
d9f9657515f385e52127564fe9e1a3ee;F;1991;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;ALTO DA BOA VISTA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
46641e224c3fe0d21da373f72c0bb645;M;1991;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;BOA PASSAGEM;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
057b5f3791c59f7ea9673943a63ee7ea;M;1992;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;BARRA NOVA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
110b5b56fc9723cd358e8da40f903380;M;1985;Não Informado;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
85a68ceedcdc44edd617b9bc869e739c;F;1987;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;NATAL;;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
a47c6efdea8664110e4747adbf996616;M;1992;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;BOA PASSAGEM;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
3d06fd980d6a88bb011b06cbc2d049da;M;1992;Não Informado;Rio Grande do Norte;JARDIM DO SERIDÓ;Rio Grande do Norte;SÃO JOSÉ DO SERIDÓ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
660b8281f9f98f76e1f5428df4c9f698;F;1993;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;-;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
8d354749535f70628221c5a3e3556dd2;M;1992;Não Informado;Paraíba;VÁRZEA;Rio Grande do Norte;CAICÓ;NÃO DEFINIDO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
6b9ac547b413c1c5304fb05fe7ee2d66;M;1991;Pardo;Rio Grande do Norte;NATAL;Rio Grande do Norte;CURRAIS NOVOS;Gilberto Pinheiro;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
bfd16337cf843c444526aa1c93f3e417;M;1991;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;JARDIM DO SERIDÓ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
da29eeffdf32a7ac05e585d9c8cca887;M;1991;Branco;Rio Grande do Norte;CEARÁ - MIRIM;Rio Grande do Norte;CURRAIS NOVOS;PAIZINHO MARIA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
51bb9ca07d81c1bd8f5efb1ff9659450;M;1990;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;SOLEDADE;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
60effe07feb310ad950ee3d99645356c;M;1988;Branco;Rio Grande do Norte;CURRAIS NOVOS;Rio Grande do Norte;CURRAIS NOVOS;PARQUE DOURADO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
6e5a56568170a053a571ff000c0add4c;M;1992;Branco;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;PARAÍBA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
e21603229b26ee9292845e2ca659ef21;F;1987;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;SANTA CRUZ;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
20f7da9a60c0c2386ee833670a170cce;M;1991;Pardo;Rio Grande do Norte;TIMBAÚBA DOS BATISTAS;Rio Grande do Norte;TIMBAÚBA DOS BATISTAS;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
4b3de2558d382473110974c21a6c832c;F;1989;Branco;Rio Grande do Norte;JARDIM DO SERIDÓ;Rio Grande do Norte;OURO BRANCO;Sitio Malhada Grande;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
2bc0984501b73baa91ffefc04c0e43a1;M;1992;Não Informado;Rio de Janeiro;RIO DE JANEIRO;Rio Grande do Norte;CURRAIS NOVOS;VALFREDO GALVÃO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
e54b3ebeb433ce4795e4df4e94fe6d39;F;1983;Não Informado;Rio Grande do Norte;SÃO JOÃO DO SABUGI;Rio Grande do Norte;CAICÓ;CASTELO BRANCO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
99ea38d041ba1d6b689804127acbb9ec;M;1977;Negro;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;PARAIBA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
15bbd4f1cd6e665609d3412df7e19466;M;1992;Pardo;Rio Grande do Norte;CAICÓ;Rio Grande do Norte;CAICÓ;BARRA NOVA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
83f9a8487e4207fa1ca9545b8619aebd;M;1978;Pardo;São Paulo;SÃO PAULO;Rio Grande do Norte;CAICÓ;PARAÍBA;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
07d4b852e9a42c2da9a30e5ab5cfc5b7;F;1992;Branco;Rio Grande do Norte;CRUZETA;Pernambuco;RECIFE;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CONCLUÍDO;f;;
c959bcb839a43449410c1ce400a03a21;M;1991;Branco;Rio Grande do Norte;ACARI;Rio Grande do Norte;CRUZETA;CENTRO;GRADUAÇÃO;SISTEMAS DE INFORMAÇÃO;VESTIBULAR;2010;1;CANCELADO;f;;
