"discente";"ano_ingresso";"ultimo_periodo";"semestre";"semestre_dividido";"ch_cumprida";"ch_cumprida_dividida";"tempo_relativo";"status";"matricula";"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO";"INTRODUÇÃO À INFORMÁTICA";"FUNDAMENTOS DE MATEMÁTICA";"LÓGICA";"TEORIA GERAL DA ADMINISTRAÇÃO";"PROGRAMAÇÃO";"CÁLCULO DIFERENCIAL E INTEGRAL";"TEORIA GERAL DOS SISTEMAS";"PROGRAMAÇÃO ORIENTADA A OBJETOS I";"ESTRUTURA DE DADOS";"ÁLGEBRA LINEAR";"ORGANIZAÇÃO, SISTEMAS E MÉTODOS";"FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO";"PROGRAMAÇÃO WEB";"ARQUITETURA DE COMPUTADORES";"PROBABILIDADE E ESTATÍSTICA";"BANCO DE DADOS";"ENGENHARIA DE SOFTWARE I";"PROGRAMAÇÃO ORIENTADA A OBJETOS II";"SISTEMAS OPERACIONAIS";"PROJETO E ADMINISTRAÇÃO DE BANCO DE DADOS";"ENGENHARIA DE SOFTWARE II";"REDES DE COMPUTADORES";"EMPREENDEDORISMO EM INFORMÁTICA";"GESTÃO DE PROJETO DE SOFTWARE";"PROGRAMAÇÃO VISUAL";"MATEMÁTICA FINANCEIRA";"SISTEMAS DE APOIO À DECISÃO";"ÉTICA"
"0347e118dc1347900f6bf3cdbb213dbd";2015;20181;7;0.875;1770;0.9672131147540983;-0.9672131147540983;-1.0;27.0;5.0;6.0;4.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
"03e175180669d96268067a52a9970615";2017;20191;5;0.625;1050;0.5737704918032787;-0.5737704918032787;-1.0;16.0;2.0;1.0;2.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
"041a644db3db3f4b20175881c2248bb0";2018;20191;3;0.375;870;0.47540983606557374;-0.47540983606557374;-1.0;14.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0
"04c4db33b712881ca8936fdc225bf153";2010;20131;7;0.875;1590;0.8688524590163934;-0.8688524590163934;-1.0;24.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
"057b5f3791c59f7ea9673943a63ee7ea";2010;20132;8;1.0;2070;1.1311475409836065;-1.1311475409836065;-1.0;33.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
"0624ff70deac0415e2f1f7fea93fcb2b";2015;20171;4;0.5;1080;0.5901639344262295;-0.5901639344262295;-1.0;16.0;4.0;4.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"062b7a54f5f07dad51d71a6d493df134";2016;20191;7;0.875;1860;1.0163934426229508;-1.0163934426229508;-1.0;28.0;2.0;2.0;2.0;4.0;2.0;1.0;0.0;0.0;5.0;3.0;0.0;5.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"066a2e3f8d1bc1b487e02d05fb3d3493";2014;20161;5;0.625;1800;0.9836065573770492;-0.9836065573770492;-1.0;27.0;5.0;4.0;6.0;4.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0707bb49853eb5cf5fcad2c9332dffdf";2012;20121;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0707df8128683d6b686bce0c2ba53492";2021;20222;4;0.5;1170;0.639344262295082;-0.639344262295082;-1.0;18.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"071dd9d1f13732ba77c850fa3dda3b28";2010;20131;7;0.875;1560;0.8524590163934426;-0.8524590163934426;-1.0;23.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
"075ce942ecc325f18e5b9b3d72e7218d";2022;20221;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"07d4b852e9a42c2da9a30e5ab5cfc5b7";2010;20171;12;1.5;2580;1.4098360655737705;1.4098360655737705;1.0;41.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;5.0;3.0
"095dc51fb47cf56f8a22f41cfd707c7a";2021;20222;4;0.5;1080;0.5901639344262295;-0.5901639344262295;-1.0;16.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"09a69579d92ba2fc1463c68cea133a1c";2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"09f8afb587de0f57f7fdf5b42a4890d9";2009;20141;11;1.375;2400;1.3114754098360655;1.3114754098360655;1.0;38.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
"0a078f407dbf55307a5d5916338b18c6";2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0a581cfb141771ef1755db579da3159f";2013;20131;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0a81dbbeaa7320cdd75155039414c791";2015;20192;10;1.25;2850;1.5573770491803278;1.5573770491803278;1.0;44.0;2.0;5.0;4.0;5.0;1.0;3.0;0.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"0a88c7d4fa5cdcae0b5aa66e3cc0d0df";2009;20111;5;0.625;1350;0.7377049180327869;-0.7377049180327869;-1.0;20.0;1.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;2.0;2.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0aa82366719bcbd044966cbfecb78414";2009;20122;8;1.0;1830;1.0;1.0;1.0;29.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"0b28c28fab12be034c440913482ad25d";2020;20222;7;0.875;1710;0.9344262295081968;"";"";27.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
"0c3addf48f18463a062c99955c8183f7";2016;20221;11;1.375;2250;1.2295081967213115;-1.2295081967213115;-1.0;36.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0
"0df5b23bafce760d6046d1bd31124a18";2015;20191;9;1.125;1920;1.0491803278688525;1.0491803278688525;1.0;30.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"0e2c6961372e947c438922216e04b3e6";2016;20161;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"0e3848b12e9ad499461ffc012761c0ac";2019;20222;9;1.125;1890;1.0327868852459017;-1.0327868852459017;-1.0;29.0;1.0;1.0;1.0;6.0;1.0;3.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0
"0eb7dfe988cccb42a7c5423271b73af3";2018;20212;9;1.125;1980;1.0819672131147542;1.0819672131147542;1.0;31.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"0ef299cf7ff58409e7e7b0ec75a33b31";2009;20122;8;1.0;1830;1.0;1.0;1.0;29.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"0f2ab452445a78a001f04f460f26c4b7";2017;20222;12;1.5;2220;1.2131147540983607;-1.2131147540983607;-1.0;35.0;1.0;1.0;4.0;1.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"0f6c664ce7f348cbe91b4dd8f1e2af5e";2013;20172;10;1.25;3030;1.6557377049180328;1.6557377049180328;1.0;46.0;3.0;4.0;1.0;4.0;1.0;2.0;1.0;1.0;2.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
"0f805187eee594494f6d7d00ad2cc48e";2016;20192;8;1.0;2070;1.1311475409836065;1.1311475409836065;1.0;32.0;1.0;1.0;3.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0
"1017fbf68cb04ce3dbcf3586ef5c28d9";2011;20141;7;0.875;1830;1.0;-1.0;-1.0;28.0;1.0;2.0;4.0;4.0;1.0;2.0;2.0;1.0;2.0;2.0;0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"10407ccf483fe9762c612904a977757d";2020;20206;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1079600a6058a70d37e79c38f65d1346";2013;20131;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"10a6d795be492110675faf183fe6d789";2012;20121;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"110b5b56fc9723cd358e8da40f903380";2010;20121;5;0.625;690;0.3770491803278688;-0.3770491803278688;-1.0;10.0;1.0;3.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1168f5ec048ae4a66ba0cfce52226b4f";2013;20161;7;0.875;2640;1.4426229508196722;-1.4426229508196722;-1.0;40.0;8.0;9.0;5.0;5.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0
"1209573a621a42721686b61612f51936";2022;20221;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"121d3b285f4f0186724391f33620c25c";2010;20152;12;1.5;2580;1.4098360655737705;-1.4098360655737705;-1.0;41.0;2.0;2.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0
"138acaa997c146e56f0db3676fb06c69";2015;20182;8;1.0;2070;1.1311475409836065;-1.1311475409836065;-1.0;33.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"139836b4e2851f5da991cb3f78c9891d";2015;20152;2;0.25;660;0.36065573770491804;-0.36065573770491804;-1.0;10.0;1.0;2.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"13a6fdc08111bd9f68ebe09b24c881c6";2019;20191;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"13e817e7821a6a28409ae751491080bc";2019;20221;8;1.0;1500;0.819672131147541;-0.819672131147541;-1.0;22.0;2.0;6.0;2.0;5.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
"1408a5143baf1d608b929bcd5a688b56";2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"152a361bd117663b24702a5a828f5926";2020;20222;7;0.875;1710;0.9344262295081968;-0.9344262295081968;-1.0;27.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
"154311da077dc38d487c4322c710c9df";2011;20132;6;0.75;1410;0.7704918032786885;-0.7704918032786885;-1.0;21.0;2.0;5.0;3.0;2.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
"15bbd4f1cd6e665609d3412df7e19466";2010;20141;9;1.125;2070;1.1311475409836065;-1.1311475409836065;-1.0;31.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;4.0;1.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0
"15f19e10640088803b6405ce59ee945b";2021;20222;4;0.5;1170;0.639344262295082;-0.639344262295082;-1.0;18.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"15f82249aba3ec47d6ff24a7bb05d681";2021;20222;4;0.5;1230;0.6721311475409836;-0.6721311475409836;-1.0;19.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
"16657a8f0fc8e8aa86ec8ed43ec17805";2014;20142;2;0.25;570;0.3114754098360656;-0.3114754098360656;-1.0;8.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"166d51d863484581be101d0480eb3322";2021;20222;4;0.5;870;0.47540983606557374;-0.47540983606557374;-1.0;13.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"16a3666c665188fc0141ce3d60411945";2017;20182;4;0.5;1080;0.5901639344262295;-0.5901639344262295;-1.0;16.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
"171572b182d081114c2f49cc90bdf444";2021;20211;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"174726648577b04abc85dcd730c32bab";2017;20182;4;0.5;1050;0.5737704918032787;-0.5737704918032787;-1.0;16.0;1.0;1.0;2.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
"17be183b879c8628c2e16eb2aa1c340a";2017;20206;8;1.0;2010;1.098360655737705;1.098360655737705;1.0;32.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0
"17fe2d9fa7c9a4e2c48a5974feed9bc7";2016;20161;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"18b4f0d45b99f2b29f99d43b3ad1b348";2018;20182;2;0.25;600;0.32786885245901637;-0.32786885245901637;-1.0;9.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
"195cf9c8bdc0cdd063a83a44cef41989";2009;20122;8;1.0;1890;1.0327868852459017;1.0327868852459017;1.0;30.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
"19a4e0fb81b77444759ec46cfc617774";2013;20141;3;0.375;870;0.47540983606557374;-0.47540983606557374;-1.0;13.0;3.0;3.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"19bfb9ed53f02b5adb673f34a17cd01b";2019;20191;1;0.125;330;0.18032786885245902;-0.18032786885245902;-1.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
